#: table_doi: 10.17182/hepdata.73940.v1/t6
#: name: Table 6
#: description: No description provided.
#: data_file: Table6.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V2 | V3 | V4
#: keyword phrases: Inclusive | Azimuthal Angular Correlation
#: keyword cmenergies: 2760.0
#: PT [GeV],0.0-100.0
#: RE,PB PB --> CHARGED X
#: CENTRALITY [pct],40.0-50.0
#: SQRT(S)/NUCLEON [GeV],2760.0
'$\eta$','v$_{2}\{2\}$','stat +','stat -','sys +','sys -'
-2.75,0.00735019,0.000360727,-0.000360727,0.000955525,-0.000955525
-2.25,0.00978459,0.00034799,-0.00034799,0.001272,-0.001272
-1.75,0.0094108,0.000359807,-0.000359807,0.0012234,-0.0012234
-1.25,0.00977153,0.000275449,-0.000275449,0.0012703,-0.0012703
-0.75,0.00960104,0.000740248,-0.000740248,0.00124813,-0.00124813
-0.25,0.0115928,0.000856049,-0.000856049,0.00150707,-0.00150707
0.25,0.0128865,0.000855088,-0.000855088,0.00167525,-0.00167525
0.75,0.0125005,0.00102518,-0.00102518,0.00162506,-0.00162506
1.25,0.0109357,0.000445998,-0.000445998,0.00142165,-0.00142165
1.75,0.00982864,0.00062723,-0.00062723,0.00127772,-0.00127772
2.25,0.00949433,0.000273074,-0.000273074,0.00123426,-0.00123426
2.75,0.00820086,0.000347977,-0.000347977,0.00106611,-0.00106611
3.25,0.00677269,0.000204119,-0.000204119,0.00088045,-0.00088045
3.75,0.0069133,0.000346051,-0.000346051,0.000898729,-0.000898729
4.25,0.00552562,0.000320706,-0.000320706,0.000718331,-0.000718331
4.75,0.00472283,0.000545252,-0.000545252,0.000613968,-0.000613968

